"DESCRICAO","ROTULO","COD_CONFIGURACAO","COD_MEDICAO_ETA","VALOR","DT_REGISTRO_PROGRAMADA"
DOSAGENS,Dosagem Sulfato,1332,21364303,7.0000,2020-10-15 11:00:00
FILTROS,Filtro 6,1355,21364313,0.4500,2020-10-15 11:00:00
FILTROS,Filtro 2,1351,21364309,0.4100,2020-10-15 11:00:00
FILTROS,Filtro 4,1353,21364311,0.4700,2020-10-15 11:00:00
DOSAGENS,Conc. Sulfato,1330,21365235,46.3200,2020-10-15 12:00:00
DOSAGENS,Dosagem Sulfato,1332,21365237,7.0000,2020-10-15 12:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21365248,0.3000,2020-10-15 12:00:00
ÁGUA TRATADA,Turbidez,1357,21365251,0.4400,2020-10-15 12:00:00
ENTRADA DA ETA,Vazão afluente,1324,21365231,1977.0000,2020-10-15 12:00:00
DOSAGENS,Dens. Sulfato,1331,21365236,1.3220,2020-10-15 12:00:00
DOSAGENS,Cloro Pré,1338,21365238,3.0000,2020-10-15 12:00:00
COND. AMBIENTAIS,Temp. ar,1349,21365249,25.3000,2020-10-15 12:00:00
ÁGUA TRATADA,Cor,1356,21365250,3.0000,2020-10-15 12:00:00
DOSAGENS,Dosagem Flúor,1342,21365233,30.0100,2020-10-15 12:00:00
ÁGUA BRUTA,pH,1345,21365244,6.8000,2020-10-15 12:00:00
ÁGUA TRATADA,Alcalinidade,1359,21365253,17.0000,2020-10-15 12:00:00
ÁGUA TRATADA,Cloro residual,1360,21365254,1.8500,2020-10-15 12:00:00
DOSAGENS,Cloro Pós,1339,21365239,20.0000,2020-10-15 12:00:00
DOSAGENS,Dens. Flúor,1341,21365241,1.2038,2020-10-15 12:00:00
ÁGUA BRUTA,Alcalinidade,1346,21365245,14.5000,2020-10-15 12:00:00
ÁGUA COAGULADA,pH,1348,21365247,5.4800,2020-10-15 12:00:00
DOSAGENS,Dosagem Sulfato,1333,21365232,113.0000,2020-10-15 12:00:00
DOSAGENS,Conc. Flúor,1340,21365240,23.0000,2020-10-15 12:00:00
ÁGUA COAGULADA,Turbidez,1347,21365246,10.7000,2020-10-15 12:00:00
RESERVATÓRIO,Nível,1325,21365234,68.0000,2020-10-15 12:00:00
ÁGUA BRUTA,Cor,1343,21365242,41.5000,2020-10-15 12:00:00
ÁGUA BRUTA,Turbidez,1344,21365243,9.6100,2020-10-15 12:00:00
ÁGUA TRATADA,pH,1358,21365252,6.9000,2020-10-15 12:00:00
ÁGUA TRATADA,Íon Flúor,1362,21365255,0.6400,2020-10-15 12:00:00
RESERVATÓRIO,Nível,1325,21367400,70.0000,2020-10-15 13:00:00
DOSAGENS,Conc. Flúor,1340,21367412,23.0000,2020-10-15 13:00:00
FILTROS,Filtro 5,1354,21367935,0.4000,2020-10-15 13:00:00
DOSAGENS,Dosagem Sulfato,1333,21367395,112.3100,2020-10-15 13:00:00
FILTROS,Filtro 1,1350,21367931,0.4400,2020-10-15 13:00:00
FILTROS,Filtro 3,1352,21367933,0.4500,2020-10-15 13:00:00
DOSAGENS,Cloro Pós,1339,21367410,20.0000,2020-10-15 13:00:00
DOSAGENS,Dens. Flúor,1341,21367414,1.2038,2020-10-15 13:00:00
DOSAGENS,Dosagem Flúor,1342,21367396,29.8300,2020-10-15 13:00:00
ÁGUA TRATADA,Cloro residual,1360,21367944,1.9100,2020-10-15 13:00:00
ENTRADA DA ETA,Vazão afluente,1324,21367394,1965.0000,2020-10-15 13:00:00
DOSAGENS,Cloro Pré,1338,21367408,3.0000,2020-10-15 13:00:00
DOSAGENS,Dens. Sulfato,1331,21367404,1.3220,2020-10-15 13:00:00
DOSAGENS,Conc. Sulfato,1330,21367402,46.3200,2020-10-15 13:00:00
DOSAGENS,Dosagem Sulfato,1332,21367406,7.0000,2020-10-15 13:00:00
FILTROS,Filtro 6,1355,21367936,0.5100,2020-10-15 13:00:00
FILTROS,Filtro 2,1351,21367932,0.4700,2020-10-15 13:00:00
FILTROS,Filtro 4,1353,21367934,0.4900,2020-10-15 13:00:00
ÁGUA TRATADA,Turbidez,1357,21367938,0.4900,2020-10-15 14:00:00
DOSAGENS,Dosagem Sulfato,1332,21367407,7.0000,2020-10-15 14:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21367929,0.3000,2020-10-15 14:00:00
DOSAGENS,Conc. Sulfato,1330,21367403,46.3200,2020-10-15 14:00:00
DOSAGENS,Dens. Sulfato,1331,21367405,1.3220,2020-10-15 14:00:00
DOSAGENS,Cloro Pré,1338,21367409,3.0000,2020-10-15 14:00:00
COND. AMBIENTAIS,Temp. ar,1349,21367930,24.9000,2020-10-15 14:00:00
ÁGUA TRATADA,Cor,1356,21367937,3.0000,2020-10-15 14:00:00
ÁGUA TRATADA,Alumínio,1363,21367943,0.0000,2020-10-15 14:00:00
ENTRADA DA ETA,Vazão afluente,1324,21367397,2180.0000,2020-10-15 14:00:00
DOSAGENS,Dosagem Flúor,1342,21367399,33.0900,2020-10-15 14:00:00
ÁGUA BRUTA,pH,1345,21367925,6.8500,2020-10-15 14:00:00
ÁGUA TRATADA,Alcalinidade,1359,21367940,19.5000,2020-10-15 14:00:00
ÁGUA TRATADA,Cloro residual,1360,21367941,2.0000,2020-10-15 14:00:00
DOSAGENS,Dens. Flúor,1341,21367415,1.2038,2020-10-15 14:00:00
ÁGUA BRUTA,Alcalinidade,1346,21367926,15.0000,2020-10-15 14:00:00
DOSAGENS,Cloro Pós,1339,21367411,20.0000,2020-10-15 14:00:00
ÁGUA COAGULADA,pH,1348,21367928,6.4600,2020-10-15 14:00:00
DOSAGENS,Dosagem Sulfato,1333,21367398,124.6000,2020-10-15 14:00:00
DOSAGENS,Conc. Flúor,1340,21367413,23.0000,2020-10-15 14:00:00
ÁGUA COAGULADA,Turbidez,1347,21367927,11.0000,2020-10-15 14:00:00
RESERVATÓRIO,Nível,1325,21367401,72.0000,2020-10-15 14:00:00
ÁGUA BRUTA,Cor,1343,21367923,46.9000,2020-10-15 14:00:00
ÁGUA BRUTA,Turbidez,1344,21367924,10.0000,2020-10-15 14:00:00
ÁGUA TRATADA,pH,1358,21367939,7.2000,2020-10-15 14:00:00
ÁGUA TRATADA,Íon Flúor,1362,21367942,0.7000,2020-10-15 14:00:00
RESERVATÓRIO,Nível,1325,21369045,75.0000,2020-10-15 15:00:00
DOSAGENS,Conc. Flúor,1340,21369051,23.0000,2020-10-15 15:00:00
FILTROS,Filtro 5,1354,21369057,0.4000,2020-10-15 15:00:00
DOSAGENS,Dosagem Sulfato,1333,21369043,124.2600,2020-10-15 15:00:00
FILTROS,Filtro 1,1350,21369053,0.4900,2020-10-15 15:00:00
FILTROS,Filtro 3,1352,21369055,0.3900,2020-10-15 15:00:00
DOSAGENS,Cloro Pós,1339,21369050,20.0000,2020-10-15 15:00:00
DOSAGENS,Dens. Flúor,1341,21369052,1.2038,2020-10-15 15:00:00
DOSAGENS,Dosagem Flúor,1342,21369044,33.0000,2020-10-15 15:00:00
ÁGUA TRATADA,Cloro residual,1360,21369059,1.8000,2020-10-15 15:00:00
ENTRADA DA ETA,Vazão afluente,1324,21369042,2174.0000,2020-10-15 15:00:00
DOSAGENS,Dens. Sulfato,1331,21369047,1.3220,2020-10-15 15:00:00
DOSAGENS,Cloro Pré,1338,21369049,3.0000,2020-10-15 15:00:00
DOSAGENS,Conc. Sulfato,1330,21369046,46.3200,2020-10-15 15:00:00
DOSAGENS,Dosagem Sulfato,1332,21369048,7.0000,2020-10-15 15:00:00
FILTROS,Filtro 6,1355,21369058,0.4700,2020-10-15 15:00:00
FILTROS,Filtro 2,1351,21369054,0.4800,2020-10-15 15:00:00
FILTROS,Filtro 4,1353,21369056,0.4700,2020-10-15 15:00:00
DOSAGENS,Conc. Sulfato,1330,21372635,46.3200,2020-10-15 16:00:00
DOSAGENS,Dosagem Sulfato,1332,21372637,7.0000,2020-10-15 16:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21372648,0.3000,2020-10-15 16:00:00
ÁGUA TRATADA,Turbidez,1357,21372651,0.5400,2020-10-15 16:00:00
ENTRADA DA ETA,Vazão afluente,1324,21372631,2159.0000,2020-10-15 16:00:00
DOSAGENS,Dens. Sulfato,1331,21372636,1.3220,2020-10-15 16:00:00
DOSAGENS,Cloro Pré,1338,21372638,3.0000,2020-10-15 16:00:00
COND. AMBIENTAIS,Temp. ar,1349,21372649,24.6000,2020-10-15 16:00:00
ÁGUA TRATADA,Cor,1356,21372650,3.0000,2020-10-15 16:00:00
DOSAGENS,Dosagem Flúor,1342,21372633,32.7700,2020-10-15 16:00:00
ÁGUA BRUTA,pH,1345,21372644,6.8500,2020-10-15 16:00:00
ÁGUA TRATADA,Alcalinidade,1359,21372653,19.0000,2020-10-15 16:00:00
ÁGUA TRATADA,Cloro residual,1360,21372654,1.8000,2020-10-15 16:00:00
DOSAGENS,Cloro Pós,1339,21372639,20.0000,2020-10-15 16:00:00
DOSAGENS,Dens. Flúor,1341,21372641,1.2038,2020-10-15 16:00:00
ÁGUA BRUTA,Alcalinidade,1346,21372645,15.0000,2020-10-15 16:00:00
ÁGUA COAGULADA,pH,1348,21372647,6.4600,2020-10-15 16:00:00
DOSAGENS,Dosagem Sulfato,1333,21372632,123.4000,2020-10-15 16:00:00
DOSAGENS,Conc. Flúor,1340,21372640,23.0000,2020-10-15 16:00:00
ÁGUA COAGULADA,Turbidez,1347,21372646,11.1000,2020-10-15 16:00:00
RESERVATÓRIO,Nível,1325,21372634,79.0000,2020-10-15 16:00:00
ÁGUA BRUTA,Cor,1343,21372642,46.1000,2020-10-15 16:00:00
ÁGUA BRUTA,Turbidez,1344,21372643,10.1000,2020-10-15 16:00:00
ÁGUA TRATADA,pH,1358,21372652,7.1000,2020-10-15 16:00:00
ÁGUA TRATADA,Íon Flúor,1362,21372655,0.6200,2020-10-15 16:00:00
RESERVATÓRIO,Nível,1325,21374112,79.0000,2020-10-15 17:00:00
DOSAGENS,Conc. Flúor,1340,21374118,23.0000,2020-10-15 17:00:00
DOSAGENS,Dosagem Sulfato,1333,21374110,117.6900,2020-10-15 17:00:00
DOSAGENS,Cloro Pós,1339,21374117,20.0000,2020-10-15 17:00:00
DOSAGENS,Dens. Flúor,1341,21374119,1.2038,2020-10-15 17:00:00
DOSAGENS,Dosagem Flúor,1342,21374111,31.2600,2020-10-15 17:00:00
ÁGUA TRATADA,Cloro residual,1360,21374120,1.9000,2020-10-15 17:00:00
ENTRADA DA ETA,Vazão afluente,1324,21374109,2059.0000,2020-10-15 17:00:00
DOSAGENS,Dens. Sulfato,1331,21374114,1.3220,2020-10-15 17:00:00
DOSAGENS,Cloro Pré,1338,21374116,3.0000,2020-10-15 17:00:00
DOSAGENS,Conc. Sulfato,1330,21374113,46.3200,2020-10-15 17:00:00
DOSAGENS,Dosagem Sulfato,1332,21374115,7.0000,2020-10-15 17:00:00
DOSAGENS,Conc. Sulfato,1330,21375925,46.3200,2020-10-15 18:00:00
DOSAGENS,Dosagem Sulfato,1332,21375927,7.0000,2020-10-15 18:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21378277,0.3000,2020-10-15 18:00:00
ÁGUA TRATADA,Turbidez,1357,21378279,0.3800,2020-10-15 18:00:00
ENTRADA DA ETA,Vazão afluente,1324,21375921,1446.0000,2020-10-15 18:00:00
DOSAGENS,Dens. Sulfato,1331,21375926,1.3220,2020-10-15 18:00:00
DOSAGENS,Cloro Pré,1338,21375928,3.0000,2020-10-15 18:00:00
COND. AMBIENTAIS,Temp. ar,1349,21378278,24.2000,2020-10-15 18:00:00
ÁGUA TRATADA,Cor,1356,21378280,2.1000,2020-10-15 18:00:00
DOSAGENS,Dosagem Flúor,1342,21375923,21.9500,2020-10-15 18:00:00
ÁGUA BRUTA,pH,1345,21378273,6.9000,2020-10-15 18:00:00
ÁGUA TRATADA,Alcalinidade,1359,21378282,17.8000,2020-10-15 18:00:00
ÁGUA TRATADA,Cloro residual,1360,21378283,1.9300,2020-10-15 18:00:00
DOSAGENS,Cloro Pós,1339,21375929,16.0000,2020-10-15 18:00:00
DOSAGENS,Dens. Flúor,1341,21375931,1.2038,2020-10-15 18:00:00
ÁGUA BRUTA,Alcalinidade,1346,21378274,14.0000,2020-10-15 18:00:00
ÁGUA COAGULADA,pH,1348,21378276,6.4500,2020-10-15 18:00:00
DOSAGENS,Dosagem Sulfato,1333,21375922,82.6500,2020-10-15 18:00:00
DOSAGENS,Conc. Flúor,1340,21375930,23.0000,2020-10-15 18:00:00
ÁGUA COAGULADA,Turbidez,1347,21378275,10.2000,2020-10-15 18:00:00
RESERVATÓRIO,Nível,1325,21375924,75.0000,2020-10-15 18:00:00
ÁGUA BRUTA,Cor,1343,21378271,39.5000,2020-10-15 18:00:00
ÁGUA BRUTA,Turbidez,1344,21378272,8.6000,2020-10-15 18:00:00
ÁGUA TRATADA,pH,1358,21378281,7.0400,2020-10-15 18:00:00
ÁGUA TRATADA,Íon Flúor,1362,21378284,0.7200,2020-10-15 18:00:00
RESERVATÓRIO,Nível,1325,21376742,72.0000,2020-10-15 19:00:00
FILTROS,Filtro 5,1354,21378289,0.3300,2020-10-15 19:00:00
DOSAGENS,Conc. Flúor,1340,21376768,23.0000,2020-10-15 19:00:00
DOSAGENS,Dosagem Sulfato,1333,21376740,82.7600,2020-10-15 19:00:00
FILTROS,Filtro 1,1350,21378285,0.3500,2020-10-15 19:00:00
FILTROS,Filtro 3,1352,21378287,0.3500,2020-10-15 19:00:00
DOSAGENS,Cloro Pós,1339,21376763,16.0000,2020-10-15 19:00:00
DOSAGENS,Dens. Flúor,1341,21376773,1.2038,2020-10-15 19:00:00
ÁGUA TRATADA,Cloro residual,1360,21378291,1.8700,2020-10-15 19:00:00
DOSAGENS,Dosagem Flúor,1342,21376741,21.9800,2020-10-15 19:00:00
DOSAGENS,Cloro Pré,1338,21376758,3.0000,2020-10-15 19:00:00
ENTRADA DA ETA,Vazão afluente,1324,21376739,1448.0000,2020-10-15 19:00:00
DOSAGENS,Dens. Sulfato,1331,21376748,1.3220,2020-10-15 19:00:00
FILTROS,Filtro 6,1355,21378290,0.4000,2020-10-15 19:00:00
DOSAGENS,Conc. Sulfato,1330,21376743,46.3200,2020-10-15 19:00:00
DOSAGENS,Dosagem Sulfato,1332,21376753,7.0000,2020-10-15 19:00:00
FILTROS,Filtro 2,1351,21378286,0.3900,2020-10-15 19:00:00
FILTROS,Filtro 4,1353,21378288,0.3000,2020-10-15 19:00:00
DOSAGENS,Dosagem Sulfato,1332,21376754,7.0000,2020-10-15 20:00:00
DOSAGENS,Conc. Sulfato,1330,21376744,46.3200,2020-10-15 20:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21378262,0.3300,2020-10-15 20:00:00
ÁGUA TRATADA,Turbidez,1357,21378264,0.4000,2020-10-15 20:00:00
DOSAGENS,Dens. Sulfato,1331,21376749,1.3220,2020-10-15 20:00:00
DOSAGENS,Cloro Pré,1338,21376759,3.0000,2020-10-15 20:00:00
ENTRADA DA ETA,Vazão afluente,1324,21377315,1429.0000,2020-10-15 20:00:00
COND. AMBIENTAIS,Temp. ar,1349,21378263,24.0000,2020-10-15 20:00:00
ÁGUA TRATADA,Cor,1356,21378265,2.0000,2020-10-15 20:00:00
DOSAGENS,Dosagem Flúor,1342,21377317,21.6900,2020-10-15 20:00:00
ÁGUA BRUTA,pH,1345,21378259,6.9000,2020-10-15 20:00:00
ÁGUA TRATADA,Alcalinidade,1359,21378267,18.0000,2020-10-15 20:00:00
ÁGUA TRATADA,Cloro residual,1360,21378268,1.9100,2020-10-15 20:00:00
DOSAGENS,Dens. Flúor,1341,21376774,1.2038,2020-10-15 20:00:00
DOSAGENS,Cloro Pós,1339,21376764,16.0000,2020-10-15 20:00:00
ÁGUA COAGULADA,pH,1348,21378261,6.4300,2020-10-15 20:00:00
ÁGUA BRUTA,Alcalinidade,1346,21378270,13.8000,2020-10-15 20:00:00
DOSAGENS,Dosagem Sulfato,1333,21377316,81.6800,2020-10-15 20:00:00
DOSAGENS,Conc. Flúor,1340,21376769,23.0000,2020-10-15 20:00:00
ÁGUA COAGULADA,Turbidez,1347,21378260,10.4000,2020-10-15 20:00:00
RESERVATÓRIO,Nível,1325,21377318,70.0000,2020-10-15 20:00:00
ÁGUA BRUTA,Cor,1343,21378257,41.1000,2020-10-15 20:00:00
ÁGUA BRUTA,Turbidez,1344,21378258,8.5500,2020-10-15 20:00:00
ÁGUA TRATADA,pH,1358,21378266,6.9500,2020-10-15 20:00:00
ÁGUA TRATADA,Íon Flúor,1362,21378269,0.7000,2020-10-15 20:00:00
RESERVATÓRIO,Nível,1325,21379060,69.0000,2020-10-15 21:00:00
DOSAGENS,Conc. Flúor,1340,21376770,23.0000,2020-10-15 21:00:00
FILTROS,Filtro 5,1354,21379065,0.4200,2020-10-15 21:00:00
DOSAGENS,Dosagem Sulfato,1333,21379058,85.3400,2020-10-15 21:00:00
FILTROS,Filtro 1,1350,21379061,0.3000,2020-10-15 21:00:00
FILTROS,Filtro 3,1352,21379063,0.3500,2020-10-15 21:00:00
DOSAGENS,Cloro Pós,1339,21376765,16.0000,2020-10-15 21:00:00
DOSAGENS,Dens. Flúor,1341,21376775,1.2038,2020-10-15 21:00:00
DOSAGENS,Dosagem Flúor,1342,21379059,22.6600,2020-10-15 21:00:00
ÁGUA TRATADA,Cloro residual,1360,21379067,1.8000,2020-10-15 21:00:00
DOSAGENS,Cloro Pré,1338,21376760,3.0000,2020-10-15 21:00:00
ENTRADA DA ETA,Vazão afluente,1324,21379057,1493.0000,2020-10-15 21:00:00
DOSAGENS,Dens. Sulfato,1331,21376750,1.3220,2020-10-15 21:00:00
DOSAGENS,Conc. Sulfato,1330,21376745,46.3200,2020-10-15 21:00:00
FILTROS,Filtro 6,1355,21379066,0.4100,2020-10-15 21:00:00
DOSAGENS,Dosagem Sulfato,1332,21376755,7.0000,2020-10-15 21:00:00
FILTROS,Filtro 2,1351,21379062,0.4000,2020-10-15 21:00:00
FILTROS,Filtro 4,1353,21379064,0.3000,2020-10-15 21:00:00
DOSAGENS,Dosagem Sulfato,1332,21376756,7.0000,2020-10-15 22:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21380316,0.2800,2020-10-15 22:00:00
ÁGUA TRATADA,Turbidez,1357,21380317,0.3500,2020-10-15 22:00:00
DOSAGENS,Conc. Sulfato,1330,21376746,46.3200,2020-10-15 22:00:00
DOSAGENS,Dens. Sulfato,1331,21376751,1.3220,2020-10-15 22:00:00
ENTRADA DA ETA,Vazão afluente,1324,21380306,1472.0000,2020-10-15 22:00:00
ÁGUA TRATADA,Cor,1356,21380318,1.8000,2020-10-15 22:00:00
COND. AMBIENTAIS,Temp. ar,1349,21380323,24.2000,2020-10-15 22:00:00
DOSAGENS,Cloro Pré,1338,21376761,2.0000,2020-10-15 22:00:00
DOSAGENS,Dosagem Flúor,1342,21380308,22.3400,2020-10-15 22:00:00
ÁGUA BRUTA,pH,1345,21380312,6.9000,2020-10-15 22:00:00
ÁGUA TRATADA,Alcalinidade,1359,21380320,17.2000,2020-10-15 22:00:00
ÁGUA TRATADA,Cloro residual,1360,21380321,1.8500,2020-10-15 22:00:00
DOSAGENS,Dens. Flúor,1341,21376776,1.2038,2020-10-15 22:00:00
DOSAGENS,Cloro Pós,1339,21376766,16.0000,2020-10-15 22:00:00
ÁGUA BRUTA,Alcalinidade,1346,21380313,14.0000,2020-10-15 22:00:00
ÁGUA COAGULADA,pH,1348,21380315,6.4500,2020-10-15 22:00:00
DOSAGENS,Dosagem Sulfato,1333,21380307,84.1300,2020-10-15 22:00:00
ÁGUA COAGULADA,Turbidez,1347,21380314,10.3800,2020-10-15 22:00:00
DOSAGENS,Conc. Flúor,1340,21376771,23.0000,2020-10-15 22:00:00
RESERVATÓRIO,Nível,1325,21380309,69.0000,2020-10-15 22:00:00
ÁGUA BRUTA,Cor,1343,21380310,42.5000,2020-10-15 22:00:00
ÁGUA BRUTA,Turbidez,1344,21380311,9.2100,2020-10-15 22:00:00
ÁGUA TRATADA,pH,1358,21380319,6.9200,2020-10-15 22:00:00
ÁGUA TRATADA,Íon Flúor,1362,21380322,0.6900,2020-10-15 22:00:00
RESERVATÓRIO,Nível,1325,21380327,69.0000,2020-10-15 23:00:00
DOSAGENS,Conc. Flúor,1340,21376772,23.0000,2020-10-15 23:00:00
FILTROS,Filtro 5,1354,21380332,0.4000,2020-10-15 23:00:00
DOSAGENS,Dosagem Sulfato,1333,21380325,86.1400,2020-10-15 23:00:00
FILTROS,Filtro 1,1350,21380328,0.3000,2020-10-15 23:00:00
FILTROS,Filtro 3,1352,21380330,0.3200,2020-10-15 23:00:00
DOSAGENS,Cloro Pós,1339,21376767,16.0000,2020-10-15 23:00:00
DOSAGENS,Dens. Flúor,1341,21376777,1.2038,2020-10-15 23:00:00
DOSAGENS,Dosagem Flúor,1342,21380326,22.8800,2020-10-15 23:00:00
ÁGUA TRATADA,Cloro residual,1360,21380334,1.8800,2020-10-15 23:00:00
DOSAGENS,Cloro Pré,1338,21376762,2.0000,2020-10-15 23:00:00
ENTRADA DA ETA,Vazão afluente,1324,21380324,1507.0000,2020-10-15 23:00:00
DOSAGENS,Dens. Sulfato,1331,21376752,1.3220,2020-10-15 23:00:00
DOSAGENS,Conc. Sulfato,1330,21376747,46.3200,2020-10-15 23:00:00
FILTROS,Filtro 6,1355,21380333,0.4200,2020-10-15 23:00:00
DOSAGENS,Dosagem Sulfato,1332,21376757,7.0000,2020-10-15 23:00:00
FILTROS,Filtro 2,1351,21380329,0.3300,2020-10-15 23:00:00
FILTROS,Filtro 4,1353,21380331,0.3800,2020-10-15 23:00:00
DOSAGENS,Dosagem Sulfato,1332,21381430,7.0000,2020-10-16 00:00:00
TELEMETRIA,Água bruta,1364,21381560,41256002.0000,2020-10-16 00:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21381825,0.2600,2020-10-16 00:00:00
ÁGUA TRATADA,Turbidez,1357,21381826,0.4000,2020-10-16 00:00:00
DOSAGENS,Conc. Sulfato,1330,21381416,46.3200,2020-10-16 00:00:00
ENTRADA DA ETA,Vazão afluente,1324,21381412,1520.0000,2020-10-16 00:00:00
DOSAGENS,Dens. Sulfato,1331,21381423,1.3220,2020-10-16 00:00:00
DOSAGENS,Cloro Pré,1338,21381437,2.0000,2020-10-16 00:00:00
ÁGUA TRATADA,Cor,1356,21381827,1.8000,2020-10-16 00:00:00
COND. AMBIENTAIS,Temp. ar,1349,21381832,23.7000,2020-10-16 00:00:00
DOSAGENS,Dosagem Flúor,1342,21381414,23.0700,2020-10-16 00:00:00
ÁGUA BRUTA,pH,1345,21381821,6.9000,2020-10-16 00:00:00
ÁGUA TRATADA,Alcalinidade,1359,21381829,17.1000,2020-10-16 00:00:00
ÁGUA TRATADA,Cloro residual,1360,21381830,1.8200,2020-10-16 00:00:00
ÁGUA BRUTA,Alcalinidade,1346,21381822,14.0000,2020-10-16 00:00:00
ÁGUA COAGULADA,pH,1348,21381824,6.5000,2020-10-16 00:00:00
DOSAGENS,Cloro Pós,1339,21381444,16.0000,2020-10-16 00:00:00
DOSAGENS,Dens. Flúor,1341,21381458,1.2038,2020-10-16 00:00:00
DOSAGENS,Dosagem Sulfato,1333,21381413,86.8800,2020-10-16 00:00:00
DOSAGENS,Conc. Flúor,1340,21381451,23.0000,2020-10-16 00:00:00
TELEMETRIA,Água tratada,1365,21381562,39290476.0000,2020-10-16 00:00:00
ÁGUA COAGULADA,Turbidez,1347,21381823,9.1700,2020-10-16 00:00:00
RESERVATÓRIO,Nível,1325,21381415,72.0000,2020-10-16 00:00:00
ÁGUA BRUTA,Cor,1343,21381819,42.5000,2020-10-16 00:00:00
ÁGUA BRUTA,Turbidez,1344,21381820,8.5000,2020-10-16 00:00:00
ÁGUA TRATADA,pH,1358,21381828,7.0100,2020-10-16 00:00:00
ÁGUA TRATADA,Íon Flúor,1362,21381831,0.7100,2020-10-16 00:00:00
RESERVATÓRIO,Nível,1325,21382618,74.0000,2020-10-16 01:00:00
FILTROS,Filtro 5,1354,21382623,0.3500,2020-10-16 01:00:00
DOSAGENS,Conc. Flúor,1340,21381452,23.0000,2020-10-16 01:00:00
DOSAGENS,Dosagem Sulfato,1333,21382616,80.3100,2020-10-16 01:00:00
FILTROS,Filtro 1,1350,21382619,0.3300,2020-10-16 01:00:00
FILTROS,Filtro 3,1352,21382621,0.3000,2020-10-16 01:00:00
DOSAGENS,Dens. Flúor,1341,21381459,1.2038,2020-10-16 01:00:00
DOSAGENS,Cloro Pós,1339,21381445,16.0000,2020-10-16 01:00:00
DOSAGENS,Dosagem Flúor,1342,21382617,21.3300,2020-10-16 01:00:00
ÁGUA TRATADA,Cloro residual,1360,21382625,1.8800,2020-10-16 01:00:00
ENTRADA DA ETA,Vazão afluente,1324,21382615,1405.0000,2020-10-16 01:00:00
DOSAGENS,Cloro Pré,1338,21381438,2.0000,2020-10-16 01:00:00
DOSAGENS,Dens. Sulfato,1331,21381424,1.3220,2020-10-16 01:00:00
DOSAGENS,Conc. Sulfato,1330,21381417,46.3200,2020-10-16 01:00:00
FILTROS,Filtro 6,1355,21382624,0.3900,2020-10-16 01:00:00
DOSAGENS,Dosagem Sulfato,1332,21381431,7.0000,2020-10-16 01:00:00
FILTROS,Filtro 2,1351,21382620,0.4100,2020-10-16 01:00:00
FILTROS,Filtro 4,1353,21382622,0.4000,2020-10-16 01:00:00
DOSAGENS,Dosagem Sulfato,1332,21381432,7.0000,2020-10-16 02:00:00
DOSAGENS,Conc. Sulfato,1330,21381418,46.3200,2020-10-16 02:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21384371,0.2700,2020-10-16 02:00:00
ÁGUA TRATADA,Turbidez,1357,21384373,0.4200,2020-10-16 02:00:00
DOSAGENS,Dens. Sulfato,1331,21381425,1.3220,2020-10-16 02:00:00
DOSAGENS,Cloro Pré,1338,21381439,2.0000,2020-10-16 02:00:00
ENTRADA DA ETA,Vazão afluente,1324,21384361,1410.0000,2020-10-16 02:00:00
COND. AMBIENTAIS,Temp. ar,1349,21384372,24.0000,2020-10-16 02:00:00
ÁGUA TRATADA,Cor,1356,21384374,2.0000,2020-10-16 02:00:00
DOSAGENS,Dosagem Flúor,1342,21384363,21.4000,2020-10-16 02:00:00
ÁGUA BRUTA,pH,1345,21384367,6.9000,2020-10-16 02:00:00
ÁGUA TRATADA,Alcalinidade,1359,21384376,17.3000,2020-10-16 02:00:00
ÁGUA TRATADA,Cloro residual,1360,21384377,1.9000,2020-10-16 02:00:00
DOSAGENS,Cloro Pós,1339,21381446,16.0000,2020-10-16 02:00:00
DOSAGENS,Dens. Flúor,1341,21381460,1.2038,2020-10-16 02:00:00
ÁGUA BRUTA,Alcalinidade,1346,21384368,14.0000,2020-10-16 02:00:00
ÁGUA COAGULADA,pH,1348,21384370,6.4700,2020-10-16 02:00:00
DOSAGENS,Dosagem Sulfato,1333,21384362,80.5900,2020-10-16 02:00:00
DOSAGENS,Conc. Flúor,1340,21381453,23.0000,2020-10-16 02:00:00
ÁGUA COAGULADA,Turbidez,1347,21384369,9.5800,2020-10-16 02:00:00
RESERVATÓRIO,Nível,1325,21384364,76.0000,2020-10-16 02:00:00
ÁGUA BRUTA,Cor,1343,21384365,40.1000,2020-10-16 02:00:00
ÁGUA BRUTA,Turbidez,1344,21384366,8.6600,2020-10-16 02:00:00
ÁGUA TRATADA,pH,1358,21384375,6.9300,2020-10-16 02:00:00
ÁGUA TRATADA,Íon Flúor,1362,21384378,0.7000,2020-10-16 02:00:00
RESERVATÓRIO,Nível,1325,21384353,78.0000,2020-10-16 03:00:00
FILTROS,Filtro 5,1354,21384358,0.4000,2020-10-16 03:00:00
